date,title,review,rating
6/3/2023 22:08,Good but needs improvement,"The app is definitely better than web in terms of UI. However, the response is very laggy and phone gets hot meaning it might be hitting APIs rapidly. This makes stop button and text box irresponsive. There should be a room for optimization for fluid and more user friendly experience.",3
6/2/2023 16:38,"ChatGPT is great, but this app needs iPad support","This is a quick review of the app rather than the service, which is revolutionary.

The app itself really should work on an iPad without resizing to ?€?phone mode.?€? It?€?s 2023 and universal apps have been around quite a while now.",4
5/24/2023 13:51,Clearing history,"Sometimes I have trouble clearing history in the ChatGPT app. I tried multiple ways to try to do that, but I found the only way was to sign out and then sign back in again or deleting and reinstalling the app. I was hoping that this issue can be addressed. Other than that, it is decent.",3
5/24/2023 11:10,I can tell the devs discovered how to use the Taptic Engine,"You don?€?t need to bake haptic feedback into every single little facet of the app. Yes, I can turn it off. You could have also shown restrain. The AI certainly shows a lot of restraint with the growing list of stuff it refuses to do. Nobody cares about your ethics high horse, OpenAI. If you had any ethics you?€?d make ChatGPT open source.",3
5/19/2023 13:41,Needs voice reading support and copy,Thank you for finally making an app. The copy option is not good however. Without the option to copy and paste long sections of text across threads this app is unusable and I need to revert to the web applet. Please improve this and ideally offer Siri or other voices to read responses.,3
5/19/2023 12:22,"Excellent app, very convenient","I?€?ve waiting for this app for long, and this definitely meet my expectations, or even better. The haptics response is satisfying, and the usability is higher than that of the web app.",5
5/18/2023 21:26,Not bad. Fun haptics. Free model is currently limited to GPT-3.5.,"Nice clean interface with sync to the web app (ChatGPT or ChatGPT Plus). Without Plus, the LLM backend is limited to GPT-3.5 and it offers no plugins for accessing the internet or other tools. With Plus, the capabilities of GPT-4 and plugins are unlocked to make this app fantastically impressive.",5
5/18/2023 20:08,Makes life easier!,"First review? You?€?re the best! Thank you!
Although, you?€?re missing data control settings where I can choose to enable or disable chat history and training!",5
7/4/2023 0:56,Account email missing!!!,"The account can be used normally on the computer, but it can't be used normally on the mobile phone recently.",5
5/27/2023 16:44,More convenient than the web version but limited,"For example it does not have plugins nor browsing ability, so I have to revert to the web version. Wonder when will browsing/plugins be added to the ios app?",4
5/25/2023 5:10,"Good, but one suggestion.","The app is good overall. One suggestion is for the Settings page to be updated so that the UITableView and individual UITableViewCells are more rounded and have margin padding, in a style similar to the iOS Settings app. This would be inline with more recent iOS design language.",4
5/24/2023 19:18,Ethics won?€?t allow for a fictional character with a disability to be harmed,"So I can?€?t write about my own biography in which I have had an injury, and I am currently an individual with a disability. Your ethics within the system does not allow for what it?€?s called a fictional story to be written. This is highly discriminatory. I understand the meaning behind it, and the importance of keeping individuals with disabilities safe however, things happen in the real world.",1
5/24/2023 12:47,Calculation seem to be worse needing more double checking than website.,I am asking questions in the same way that I was using the website but now the calculations have been way off needing multiple prompts to get the correct answer. Not sure what the difference is.,3
5/19/2023 19:53,Just Like the Desktop Version,"This streamlined mobile version feels more intuitive and easier to use. You open the app and boom, you?€?re in it. Very easy to use and same great results.",5
5/19/2023 17:27,Good Start but the price for the subscription is ridiculous?€?,"Good Start but the price for the subscription is ridiculous?€?Make it little inexpensive (I know there is ?€?free version of it, but NOT sure how it is comparable to the subscription version?)

My device: iPhone 14 Pro Max (latest iOS)

Note: I regularly update my review/rating for this application.",3
5/19/2023 4:43,Some suggestions,"1. Can chatGPT has a voice system? I hope it can speak the words which it outputs. Of course, a conversation system could improve the experience of the users.",5
